X,Y,fid,gbifID,datasetKey,occurrence,kingdom,phylum,class,order,family,genus,species,infraspeci,taxonRank,scientific,verbatimSc,verbatim_1,countryCod,locality,stateProvi,occurren_1,individual,publishing,decimalLat,decimalLon,coordinate,coordina_1,elevation,elevationA,depth,depthAccur,eventDate,day,month,year,taxonKey,speciesKey,basisOfRec,institutio,collection,catalogNum,recordNumb,identified,dateIdenti,license,rightsHold,recordedBy,typeStatus,establishm,lastInterp,mediaType,issue,field_51,field_52,field_53,field_54,field_55,field_56,field_57,icon_url
-78.48015,-0.680038,"195",1775507120,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS445278680,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"12",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2016/11/25 00:00:00.000,"25","11","2016","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS445278680,,,,CC_BY_4_0,,obsr122268,,,2022-11-24T21:13:43.623Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"196",1775207864,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS445117236,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"11",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2016/11/24 00:00:00.000,"24","11","2016","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS445117236,,,,CC_BY_4_0,,obsr398799,,,2022-11-24T21:06:02.609Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"197",1774079334,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS443729094,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"3",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2016/11/17 00:00:00.000,"17","11","2016","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS443729094,,,,CC_BY_4_0,,obsr656245,,,2022-11-24T20:45:14.350Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"198",1773940194,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS443549354,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2001/07/23 00:00:00.000,"23","7","2001","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS443549354,,,,CC_BY_4_0,,obsr639633,,,2022-11-24T21:05:04.007Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"199",1772894959,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS460685906,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2005/05/28 00:00:00.000,"28","5","2005","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS460685906,,,,CC_BY_4_0,,obsr226527,,,2022-11-24T20:47:06.440Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"200",1769630285,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS438837390,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2013/01/13 00:00:00.000,"13","1","2013","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS438837390,,,,CC_BY_4_0,,obsr333846,,,2022-11-24T21:04:57.512Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"201",1768900827,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS437885354,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2007/02/06 00:00:00.000,"6","2","2007","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS437885354,,,,CC_BY_4_0,,obsr293511,,,2022-11-24T21:10:11.511Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"202",1768314780,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS437418825,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2014/06/24 00:00:00.000,"24","6","2014","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS437418825,,,,CC_BY_4_0,,obsr594980,,,2022-11-24T21:05:55.792Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.47302,-0.614979,"203",1753990940,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS421931665,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Laguna de Limpiopungo (3.840m),Pichincha,PRESENT,"6",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.614979,-78.47302,,,,,,,1984/10/23 00:00:00.000,"23","10","1984","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS421931665,,,,CC_BY_4_0,,obsr190175,,,2022-11-24T21:13:02.778Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"204",1752313853,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS419979928,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2008/09/07 00:00:00.000,"7","9","2008","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS419979928,,,,CC_BY_4_0,,obsr131532,,,2022-11-24T21:02:15.720Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"205",1748960160,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS416094570,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2010/01/14 00:00:00.000,"14","1","2010","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS416094570,,,,CC_BY_4_0,,obsr601274,,,2022-11-24T20:44:58.313Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"206",1723499305,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS385728751,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2016/03/25 00:00:00.000,"25","3","2016","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS385728751,,,,CC_BY_4_0,,obsr19596,,,2022-11-24T21:02:34.288Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"207",1722527955,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS384778613,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"16",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2016/03/20 00:00:00.000,"20","3","2016","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS384778613,,,,CC_BY_4_0,,obsr325989,,,2022-11-24T20:56:06.969Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"208",1722526009,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS384778893,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"3",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2016/03/21 00:00:00.000,"21","3","2016","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS384778893,,,,CC_BY_4_0,,obsr325989,,,2022-11-24T20:45:20.625Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"209",1722523738,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS384780252,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"3",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2016/03/21 00:00:00.000,"21","3","2016","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS384780252,,,,CC_BY_4_0,,obsr200421,,,2022-11-24T20:57:45.976Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"210",1722512358,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS384780050,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"16",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2016/03/20 00:00:00.000,"20","3","2016","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS384780050,,,,CC_BY_4_0,,obsr200421,,,2022-11-24T21:11:58.352Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"211",1712766903,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS369808323,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"8",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2016/01/30 00:00:00.000,"30","1","2016","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS369808323,,,,CC_BY_4_0,,obsr194404,,,2022-11-24T21:10:33.286Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"212",1707714450,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS514407900,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"8",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1991/02/19 00:00:00.000,"19","2","1991","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS514407900,,,,CC_BY_4_0,,obsr38671,,,2022-11-24T21:05:38.209Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"213",1707474254,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAMERICA:OBS440364736,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"6",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1987/04/29 00:00:00.000,"29","4","1987","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD_CAMERICA,OBS440364736,,,,CC_BY_4_0,,obsr38671,,,2022-11-24T21:03:27.416Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"214",1707435635,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAMERICA:OBS514280234,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"8",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1986/08/07 00:00:00.000,"7","8","1986","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD_CAMERICA,OBS514280234,,,,CC_BY_4_0,,obsr38671,,,2022-11-24T21:02:59.956Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"215",1407385303,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_NZ:OBS375472063,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"20",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2001/08/20 00:00:00.000,"20","8","2001","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD_NZ,OBS375472063,,,,CC_BY_4_0,,obsr276738,,,2022-11-24T21:04:16.015Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"216",1396440686,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS352591837,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2002/09/03 00:00:00.000,"3","9","2002","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS352591837,,,,CC_BY_4_0,,obsr351810,,,2022-11-24T21:07:56.639Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"217",1394315839,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS350146897,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2008/10/31 00:00:00.000,"31","10","2008","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS350146897,,,,CC_BY_4_0,,obsr604537,,,2022-11-24T21:03:35.165Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"218",1392553934,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS348237663,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2012/07/04 00:00:00.000,"4","7","2012","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS348237663,,,,CC_BY_4_0,,obsr193326,,,2022-11-24T20:44:54.568Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"219",1385216548,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS340161025,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"50",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2006/04/16 00:00:00.000,"16","4","2006","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS340161025,,,,CC_BY_4_0,,obsr162833,,,2022-11-24T20:55:55.595Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"220",1383337963,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS337882114,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"3",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,1994/08/01 00:00:00.000,"1","8","1994","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS337882114,,,,CC_BY_4_0,,obsr177985,,,2022-11-24T20:44:23.527Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.85606,-1.239215,"221",1382719321,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS337453211,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Chaqui Estancia--Laguna Chiliquingue,Tungurahua,PRESENT,"2",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.239215,-78.85606,,,,,,,2010/12/15 00:00:00.000,"15","12","2010","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS337453211,,,,CC_BY_4_0,,obsr104762,,,2022-11-24T20:44:59.817Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.85606,-1.239215,"222",1382719176,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS337451318,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Chaqui Estancia--Laguna Chiliquingue,Tungurahua,PRESENT,"2",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.239215,-78.85606,,,,,,,2010/12/09 00:00:00.000,"9","12","2010","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS337451318,,,,CC_BY_4_0,,obsr104762,,,2022-11-24T20:43:22.250Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.82618,-1.191247,"223",1382715666,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS337453494,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Chaqui Estancia - Represa Mula Corral,Tungurahua,PRESENT,"2",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.191247,-78.82618,,,,,,,2010/12/15 00:00:00.000,"15","12","2010","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS337453494,,,,CC_BY_4_0,,obsr104762,,,2022-11-24T20:44:47.850Z,,,,,,,,,,./0.png
-78.80453,-1.165802,"224",1382714798,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS337459395,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Chaqui Estancia - lake upstream from Represa Mula Corral,Tungurahua,PRESENT,"3",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.165802,-78.80453,,,,,,,2010/12/20 00:00:00.000,"20","12","2010","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS337459395,,,,CC_BY_4_0,,obsr104762,,,2022-11-24T21:04:02.191Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.83135,-1.180776,"225",1382711167,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS337458760,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,Chaqui Estancia - track north of Represa Mula Corral,Tungurahua,PRESENT,"1",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.180776,-78.83135,,,,,,,2010/12/20 00:00:00.000,"20","12","2010","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS337458760,,,,CC_BY_4_0,,obsr104762,,,2022-11-24T20:45:24.709Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.36,-1.11,"226",1380962627,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS335260787,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,"Alrededores de Laguna El Tambo, Parque Nacional de los Llanganates (parroquia: San José de Poaló)",Tungurahua,PRESENT,"10",e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.11,-78.36,,,,,,,2015/08/04 00:00:00.000,"4","8","2015","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS335260787,,,,CC_BY_4_0,,obsr633001,,,2022-11-24T20:59:41.203Z,,,,,,,,,,./0.png
-78.48015,-0.680038,"227",1369650362,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS321385064,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2015/05/02 00:00:00.000,"2","5","2015","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS321385064,,,,CC_BY_4_0,,obsr550462,,,2022-11-24T21:03:21.425Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"228",1369647526,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS321379630,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2015/05/02 00:00:00.000,"2","5","2015","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS321379630,,,,CC_BY_4_0,,obsr326450,,,2022-11-24T21:08:18.928Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"229",1360929967,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS311377927,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"10",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2015/04/19 00:00:00.000,"19","4","2015","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS311377927,,,,CC_BY_4_0,,obsr162833,,,2022-11-24T20:43:00.787Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"230",1355674751,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS304929847,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2015/03/14 00:00:00.000,"14","3","2015","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS304929847,,,,CC_BY_4_0,,obsr241433,,,2022-11-24T21:12:13.854Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"231",1346513107,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS291782944,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2015/01/18 00:00:00.000,"18","1","2015","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS291782944,,,,CC_BY_4_0,,obsr538808,,,2022-11-24T21:12:08.515Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
-78.48015,-0.680038,"232",1205184930,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS310616543,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas flavirostris,,SPECIES,"Anas andium (P.L.Sclater & Salvin, 1873)",Anas andium,,EC,PN Cotopaxi--general area,Cotopaxi,PRESENT,"2",e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.680038,-78.48015,,,,,,,2014/06/14 00:00:00.000,"14","6","2014","2498068","2498065",HUMAN_OBSERVATION,CLO,EBIRD,OBS310616543,,,,CC_BY_4_0,,obsr336402,,,2022-11-24T20:43:40.553Z,,COORDINATE_ROUNDED,,,,,,,,./0.png
